"exercicio","Esfera_cod","Esfera_desc","Orgao_cod","Orgao_desc","UO_cod","UO_desc","Funcao_cod","Funcao_desc","Subfuncao_cod","Subfuncao_desc","Programa_cod","Programa_desc","Acao_cod","Acao_desc","Subtitulo_cod","Subtitulo_desc","PlanoOrcamentario_cod","PlanoOrcamentario_desc","Fonte_cod","Fonte_desc","GND_cod","GND_desc","ModalidadeAplicacao_cod","ModalidadeAplicacao_desc","IdUso_cod","IdUso_desc","ResultadoPrimario_cod","ResultadoPrimario_desc","ploa","loa"
"2026","10","Orçamento Fiscal","26000","Ministério da Educação","26418","Instituto Federal de Pernambuco","12","Educação","363","Ensino Profissional","5112","Educação Profissional e Tecnológica que Transforma","20RG","Reestruturação e Modernização das Instituições da Rede Federal de Educação Profissional, Científica e Tecnológica","0026","No Estado de Pernambuco","0000","Reestruturação e Modernização das Instituições da Rede Federal de Educação Profissional, Científica e Tecnológica - Despesas Diversas","1000","Recursos Livres da União","4","Investimentos","90","Aplicações Diretas","8","Recursos para identificação das despesas com manutenção e desenvolvimento do ensino, conforme arts. 70 e 71 da Lei nº 9.394, de 20 de dezembro de 1996, no âmbito do Ministério da Educação","2","Primária discricionária, considerada no cálculo do RP",20000,20000
"2026","10","Orçamento Fiscal","52000","Ministério da Defesa","52232","Caixa de Construções de Casas para o Pessoal da Marinha - CCCPM","28","Encargos Especiais","843","Serviço da Dívida Interna","0905","Operações Especiais: Serviço da Dívida Interna (Juros e Amortizações)","0283","Amortização e Encargos de Financiamento da Dívida Contratual Interna","0001","Nacional","0000","Amortização e Encargos de Financiamento da Dívida Contratual Interna","1050","Recursos Próprios Livres da UO","2","Juros e Encargos da Dívida","90","Aplicações Diretas","0","Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino","0","Financeira",6e+05,6e+05
"2026","10","Orçamento Fiscal","34000","Ministério Público da União","34103","Ministério Público do Distrito Federal e dos Territórios","03","Essencial à Justiça","331","Proteção e Benefícios ao Trabalhador","0031","Programa de Gestão e Manutenção do Ministério Público","212B","Benefícios Obrigatórios aos Servidores Civis, Empregados, Militares e seus Dependentes","0053","No Distrito Federal","0009","Auxílio-Funeral e Natalidade de Civis","1000","Recursos Livres da União","3","Outras Despesas Correntes","90","Aplicações Diretas","0","Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino","1","Primária obrigatória, considerada no cálculo do RP",291000,291000
"2026","10","Orçamento Fiscal","26000","Ministério da Educação","26243","Universidade Federal do Rio Grande do Norte","28","Encargos Especiais","846","Outros Encargos Especiais","0910","Operações Especiais: Gestão da Participação em Organismos e Entidades Nacionais e Internacionais","00UU","Contribuições Regulares a Organismos Internacionais de Direito Privado sem Exigência de Programação Específica","0002","Exterior","0013","Contribuição à Associação Universitária Iberoamericana de Pós-Graduação (AUIP)","1000","Recursos Livres da União","3","Outras Despesas Correntes","80","Transferências ao Exterior","0","Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino","2","Primária discricionária, considerada no cálculo do RP",0,0
"2026","10","Orçamento Fiscal","26000","Ministério da Educação","26271","Fundação Universidade de Brasília","12","Educação","331","Proteção e Benefícios ao Trabalhador","0032","Programa de Gestão e Manutenção do Poder Executivo","212B","Benefícios Obrigatórios aos Servidores Civis, Empregados, Militares e seus Dependentes","0053","No Distrito Federal","0005","Auxílio-Alimentação de Civis Ativos","1000","Recursos Livres da União","3","Outras Despesas Correntes","90","Aplicações Diretas","8","Recursos para identificação das despesas com manutenção e desenvolvimento do ensino, conforme arts. 70 e 71 da Lei nº 9.394, de 20 de dezembro de 1996, no âmbito do Ministério da Educação","1","Primária obrigatória, considerada no cálculo do RP",63065292,63065292
"2026","10","Orçamento Fiscal","24000","Ministério da Ciência, Tecnologia e Inovação","24209","Centro Nacional de Tecnologia Eletrônica Avançada - S.A. - CEITEC","28","Encargos Especiais","846","Outros Encargos Especiais","0901","Operações Especiais: Cumprimento de Sentenças Judiciais","0625","Sentenças Judiciais Transitadas em Julgado de Pequeno Valor","0043","No Estado do Rio Grande do Sul","0000","Sentenças Judiciais Transitadas em Julgado de Pequeno Valor - Despesas Diversas","1000","Recursos Livres da União","1","Pessoal e Encargos Sociais","90","Aplicações Diretas","0","Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino","1","Primária obrigatória, considerada no cálculo do RP",1000,1000
"2026","10","Orçamento Fiscal","52000","Ministério da Defesa","52111","Comando da Aeronáutica","05","Defesa Nacional","151","Defesa Aérea","6112","Defesa Nacional","20IH","Modernização e Revitalização de Aeronaves e Sistemas Embarcados","0001","Nacional","000E","Modernização de Aeronave - C-97","1000","Recursos Livres da União","4","Investimentos","90","Aplicações Diretas","0","Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino","2","Primária discricionária, considerada no cálculo do RP",0,0
"2026","10","Orçamento Fiscal","35000","Ministério das Relações Exteriores","35101","Ministério das Relações Exteriores - Administração Direta","07","Relações Exteriores","122","Administração Geral","0032","Programa de Gestão e Manutenção do Poder Executivo","2000","Administração da Unidade","0001","Nacional","0000","Administração da Unidade - Despesas Diversas","1000","Recursos Livres da União","3","Outras Despesas Correntes","90","Aplicações Diretas","0","Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,0
"2026","20","Orçamento da Seguridade Social","26000","Ministério da Educação","26393","Hospital Universitário de Brasília","12","Educação","331","Proteção e Benefícios ao Trabalhador","0032","Programa de Gestão e Manutenção do Poder Executivo","2004","Assistência Médica e Odontológica aos Servidores Civis, Empregados, Militares e seus Dependentes","0053","No Distrito Federal","1001","Assistência Médica e Odontológica de Civis - Complementação da União - Inativos","1000","Recursos Livres da União","3","Outras Despesas Correntes","90","Aplicações Diretas","0","Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino","1","Primária obrigatória, considerada no cálculo do RP",8148,8148
"2026","20","Orçamento da Seguridade Social","40000","Ministério do Trabalho e Emprego","40901","Fundo de Amparo ao Trabalhador","11","Trabalho","571","Desenvolvimento Científico","2310","Promoção do Trabalho Decente, Emprego e Renda","20YY","Estudos, Pesquisas e Geração de Informações sobre Trabalho, Emprego e Renda","0014","No Estado de Roraima","0000","Estudos, Pesquisas e Geração de Informações sobre Trabalho, Emprego e Renda - Despesas Diversas","1000","Recursos Livres da União","3","Outras Despesas Correntes","99","A DEFINIR","0","Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,1e+05
"2026","10","Orçamento Fiscal","26000","Ministério da Educação","26416","Instituto Federal do Pará","12","Educação","363","Ensino Profissional","5112","Educação Profissional e Tecnológica que Transforma","20RL","Funcionamento das Instituições da Rede Federal de Educação Profissional, Científica e Tecnológica","0015","No Estado do Pará","0000","Funcionamento das Instituições da Rede Federal de Educação Profissional, Científica e Tecnológica - Despesas Diversas","3050","Recursos Próprios Livres da UO","3","Outras Despesas Correntes","90","Aplicações Diretas","8","Recursos para identificação das despesas com manutenção e desenvolvimento do ensino, conforme arts. 70 e 71 da Lei nº 9.394, de 20 de dezembro de 1996, no âmbito do Ministério da Educação","2","Primária discricionária, considerada no cálculo do RP",0,0
"2026","20","Orçamento da Seguridade Social","55000","Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome","55101","Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome - Adm. Direta","08","Assistência Social","306","Alimentação e Nutrição","5133","Segurança Alimentar e Nutricional e Combate à Fome","2798","Aquisição e Distribuição de Alimentos da Agricultura Familiar para Promoção da Segurança Alimentar e Nutricional","0052","No Estado de Goiás","0000","Aquisição e Distribuição de Alimentos da Agricultura Familiar para Promoção da Segurança Alimentar e Nutricional - Despesas Diversas","1000","Recursos Livres da União","3","Outras Despesas Correntes","90","Aplicações Diretas","0","Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,3750000
"2026","20","Orçamento da Seguridade Social","36000","Ministério da Saúde","36901","Fundo Nacional de Saúde","10","Saúde","301","Atenção Básica","5119","Atenção Primária à Saúde","219A","Piso de Atenção Primária à Saúde","0024","No Estado do Rio Grande do Norte","0006","Incentivo financeiro da APS – Manutenção de pagamento de valor nominal com base em exercício anterior","1001","Recursos Livres da Seguridade Social","3","Outras Despesas Correntes","41","Transferências a Municípios - Fundo a Fundo","6","Recursos para identificação das despesas com ações e serviços públicos de saúde, de acordo com os art. 2º e art. 3º da Lei Complementar nº 141, de 13 de janeiro de 2012","1","Primária obrigatória, considerada no cálculo do RP",0,0
"2026","10","Orçamento Fiscal","26000","Ministério da Educação","26411","Instituto Federal do Sudeste de Minas Gerais","12","Educação","363","Ensino Profissional","5112","Educação Profissional e Tecnológica que Transforma","20RL","Funcionamento das Instituições da Rede Federal de Educação Profissional, Científica e Tecnológica","0031","No Estado de Minas Gerais","0000","Funcionamento das Instituições da Rede Federal de Educação Profissional, Científica e Tecnológica","1000","Recursos Livres da União","3","Outras Despesas Correntes","90","Aplicações Diretas","8","Recursos para identificação das despesas com manutenção e desenvolvimento do ensino, conforme arts. 70 e 71 da Lei nº 9.394, de 20 de dezembro de 1996, no âmbito do Ministério da Educação","2","Primária discricionária, considerada no cálculo do RP",30751554,28498631
"2026","10","Orçamento Fiscal","26000","Ministério da Educação","26418","Instituto Federal de Pernambuco","28","Encargos Especiais","846","Outros Encargos Especiais","0910","Operações Especiais: Gestão da Participação em Organismos e Entidades Nacionais e Internacionais","00PW","Contribuições Regulares a Entidades ou Organismos Nacionais sem Exigência de Programação Específica","0001","Nacional","0001","Contribuição ao Conselho Nacional das Instituições da Rede Federal de Educação Profissional, Científica e Tecnológica (Conif)","1000","Recursos Livres da União","3","Outras Despesas Correntes","50","Transferências a Instituições Privadas sem Fins Lucrativos","0","Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino","2","Primária discricionária, considerada no cálculo do RP",91612,91612
"2026","20","Orçamento da Seguridade Social","26000","Ministério da Educação","26388","Hospital Universitário Alcides Carneiro","12","Educação","331","Proteção e Benefícios ao Trabalhador","0032","Programa de Gestão e Manutenção do Poder Executivo","212B","Benefícios Obrigatórios aos Servidores Civis, Empregados, Militares e seus Dependentes","0025","No Estado da Paraíba","0003","Auxílio-Transporte de Civis Ativos","1000","Recursos Livres da União","3","Outras Despesas Correntes","90","Aplicações Diretas","8","Recursos para identificação das despesas com manutenção e desenvolvimento do ensino, conforme arts. 70 e 71 da Lei nº 9.394, de 20 de dezembro de 1996, no âmbito do Ministério da Educação","1","Primária obrigatória, considerada no cálculo do RP",4334,4334
"2026","10","Orçamento Fiscal","65000","Ministério das Mulheres","65101","Ministério das Mulheres - Administração Direta","14","Direitos da Cidadania","422","Direitos Individuais, Coletivos e Difusos","5661","Igualdade de Decisão e Poder para Mulheres","21GF","Fomento à Participação Efetiva das Mulheres nos Espaços de Poder e Decisão","0043","No Estado do Rio Grande do Sul","0000","Fomento à Participação Efetiva das Mulheres nos Espaços de Poder e Decisão - Despesas Diversas","1000","Recursos Livres da União","3","Outras Despesas Correntes","50","Transferências a Instituições Privadas sem Fins Lucrativos","0","Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,8e+05
"2026","10","Orçamento Fiscal","52000","Ministério da Defesa","52121","Comando do Exército","05","Defesa Nacional","153","Defesa Terrestre","6112","Defesa Nacional","156M","Modernização e Transformação Estratégica e Operacional do Exército Brasileiro","0001","Nacional","000G","Modernização da Infraestrutura de Educação, Cultura e Desporto do Exército","1000","Recursos Livres da União","4","Investimentos","90","Aplicações Diretas","0","Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino","2","Primária discricionária, considerada no cálculo do RP",17400000,16362470
"2026","10","Orçamento Fiscal","26000","Ministério da Educação","26274","Universidade Federal de Uberlândia","12","Educação","331","Proteção e Benefícios ao Trabalhador","0032","Programa de Gestão e Manutenção do Poder Executivo","2004","Assistência Médica e Odontológica aos Servidores Civis, Empregados, Militares e seus Dependentes","0031","No Estado de Minas Gerais","0002","Exames Periódicos - Civis","1000","Recursos Livres da União","3","Outras Despesas Correntes","90","Aplicações Diretas","8","Recursos para identificação das despesas com manutenção e desenvolvimento do ensino, conforme arts. 70 e 71 da Lei nº 9.394, de 20 de dezembro de 1996, no âmbito do Ministério da Educação","1","Primária obrigatória, considerada no cálculo do RP",0,0
"2026","10","Orçamento Fiscal","28000","Ministério do Desenvolvimento, Indústria, Comércio e Serviços","28904","Fundo de Garantia para Promoção da Competitividade - FGPC","99","Reserva de Contingência","999","Reserva de Contingência","0999","Reserva de Contingência","0Z00","Reserva de Contingência - Financeira","6497","Reserva de Contingência - Recursos provenientes de receitas próprias e vinculadas, inclusive doações e convênios","0000","Reserva de Contingência - Financeira","1050","Recursos Próprios Livres da UO","9","Reserva de Contingência","99","A DEFINIR","0","Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino","0","Financeira",16720262,16720262
"2026","20","Orçamento da Seguridade Social","36000","Ministério da Saúde","36901","Fundo Nacional de Saúde","10","Saúde","301","Atenção Básica","5119","Atenção Primária à Saúde","8581","Estruturação da Rede de Serviços de Atenção Primária à Saúde","0042","No Estado de Santa Catarina","0000","Estruturação da Rede de Serviços de Atenção Primária à Saúde - Despesas Diversas","1001","Recursos Livres da Seguridade Social","4","Investimentos","41","Transferências a Municípios - Fundo a Fundo","6","Recursos para identificação das despesas com ações e serviços públicos de saúde, de acordo com os art. 2º e art. 3º da Lei Complementar nº 141, de 13 de janeiro de 2012","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,9800000
"2026","10","Orçamento Fiscal","12000","Justiça Federal","12104","Tribunal Regional Federal da 3a. Região","02","Judiciária","061","Ação Judiciária","0033","Programa de Gestão e Manutenção do Poder Judiciário","4257","Julgamento de Causas na Justiça Federal","6014","Na 3ª Região da Justiça Federal - MS, SP","0002","Capacitação de Recursos Humanos","1000","Recursos Livres da União","3","Outras Despesas Correntes","91","Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos F/S","0","Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino","2","Primária discricionária, considerada no cálculo do RP",5000,5000
"2026","10","Orçamento Fiscal","12000","Justiça Federal","12101","Justiça Federal de Primeiro Grau","02","Judiciária","061","Ação Judiciária","0033","Programa de Gestão e Manutenção do Poder Judiciário","4257","Julgamento de Causas na Justiça Federal","0001","Nacional","0008","Modernização Tecnológica e Gestão da Informação na Justiça Federal","1000","Recursos Livres da União","4","Investimentos","90","Aplicações Diretas","0","Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino","2","Primária discricionária, considerada no cálculo do RP",0,0
"2026","10","Orçamento Fiscal","44000","Ministério do Meio Ambiente e Mudança do Clima","44207","Instituto Chico Mendes de Conservação da Biodiversidade","18","Gestão Ambiental","541","Preservação e Conservação Ambiental","6114","Proteção e Recuperação da Biodiversidade e Combate ao Desmatamento e Incêndios","20WM","Apoio à Criação, Gestão e Implementação das Unidades de Conservação Federais","0001","Nacional","0000","Apoio à Criação, Gestão e Implementação das Unidades de Conservação Federais - Despesas Diversas","1052","Recursos Livres da UO","3","Outras Despesas Correntes","90","Aplicações Diretas","0","Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino","2","Primária discricionária, considerada no cálculo do RP",8560598,8560598
"2026","10","Orçamento Fiscal","34000","Ministério Público da União","34103","Ministério Público do Distrito Federal e dos Territórios","03","Essencial à Justiça","062","Defesa do Interesse Público no Processo Judiciário","0031","Programa de Gestão e Manutenção do Ministério Público","4261","Defesa do Interesse Público no Processo Judiciário - Ministério Público do Distrito Federal e Territórios","0053","No Distrito Federal","0002","Capacitação de Recursos Humanos","1000","Recursos Livres da União","3","Outras Despesas Correntes","91","Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos F/S","0","Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino","2","Primária discricionária, considerada no cálculo do RP",2500,2500
"2026","10","Orçamento Fiscal","15000","Justiça do Trabalho","15107","Tribunal Regional do Trabalho da 6a. Região - Pernambuco","02","Judiciária","122","Administração Geral","0033","Programa de Gestão e Manutenção do Poder Judiciário","4256","Apreciação de Causas na Justiça do Trabalho","0026","No Estado de Pernambuco","0000","Apreciação de Causas na Justiça do Trabalho - Despesas Diversas","1027","Serviços Afetos às Atividades Específicas da Justiça","3","Outras Despesas Correntes","90","Aplicações Diretas","0","Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino","2","Primária discricionária, considerada no cálculo do RP",7340398,7340398
"2026","10","Orçamento Fiscal","26000","Ministério da Educação","26454","Universidade Federal de Rondonópolis","12","Educação","364","Ensino Superior","5113","Educação Superior: Qualidade, Democracia, Equidade e Sustentabilidade","20GK","Fomento às Ações de Graduação, Pós-Graduação, Ensino, Pesquisa e Extensão","0051","No Estado de Mato Grosso","0001","Concessão de bolsas de pesquisa, extensão e monitoria aos estudantes","1000","Recursos Livres da União","3","Outras Despesas Correntes","90","Aplicações Diretas","8","Recursos para identificação das despesas com manutenção e desenvolvimento do ensino, conforme arts. 70 e 71 da Lei nº 9.394, de 20 de dezembro de 1996, no âmbito do Ministério da Educação","2","Primária discricionária, considerada no cálculo do RP",655300,655300
"2026","10","Orçamento Fiscal","52000","Ministério da Defesa","52101","Ministério da Defesa - Administração Direta","05","Defesa Nacional","122","Administração Geral","0032","Programa de Gestão e Manutenção do Poder Executivo","2867","Ativos Militares da União","0001","Nacional","0000","Ativos Militares da União","1000","Recursos Livres da União","1","Pessoal e Encargos Sociais","90","Aplicações Diretas","0","Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino","1","Primária obrigatória, considerada no cálculo do RP",0,14733333
"2026","10","Orçamento Fiscal","22000","Ministério da Agricultura e Pecuária","22101","Ministério da Agricultura e Pecuária - Administração Direta","20","Agricultura","122","Administração Geral","0032","Programa de Gestão e Manutenção do Poder Executivo","20TP","Ativos Civis da União","0001","Nacional","0000","Ativos Civis da União","1000","Recursos Livres da União","1","Pessoal e Encargos Sociais","91","Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos F/S","0","Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino","1","Primária obrigatória, considerada no cálculo do RP",0,0
"2026","10","Orçamento Fiscal","26000","Ministério da Educação","26276","Fundação Universidade Federal de Mato Grosso","28","Encargos Especiais","846","Outros Encargos Especiais","0910","Operações Especiais: Gestão da Participação em Organismos e Entidades Nacionais e Internacionais","00PW","Contribuições Regulares a Entidades ou Organismos Nacionais sem Exigência de Programação Específica","0001","Nacional","0002","Contribuição à Associação Brasileira de Educação Internacional (FAUBAI)","1000","Recursos Livres da União","3","Outras Despesas Correntes","90","Aplicações Diretas","0","Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino","2","Primária discricionária, considerada no cálculo do RP",0,0
"2026","20","Orçamento da Seguridade Social","55000","Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome","55901","Fundo Nacional de Assistência Social","08","Assistência Social","245","Serviços Socioassistenciais","5131","Proteção Social pelo Sistema Único de Assistência Social (SUAS)","219G","Estruturação da Rede de Serviços e Fortalecimento da Gestão do Sistema Único de Assistência Social (SUAS)","0015","No Estado do Pará","0000","Estruturação da Rede de Serviços e Fortalecimento da Gestão do Sistema Único de Assistência Social (SUAS) - Despesas Diversas","1000","Recursos Livres da União","3","Outras Despesas Correntes","41","Transferências a Municípios - Fundo a Fundo","0","Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,0
"2026","10","Orçamento Fiscal","73000","Transferências a Estados, Distrito Federal e Municípios","73113","Recursos sob Supervisão do Ministério da Gestão e Inovação em Serviços Públicos","28","Encargos Especiais","845","Outras Transferências","0903","Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica","0EC2","Transferências Especiais","0016","No Estado do Amapá","0000","Transferências Especiais","1000","Recursos Livres da União","3","Outras Despesas Correntes","40","Transferências a Municípios","0","Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,13053526
"2026","10","Orçamento Fiscal","32000","Ministério de Minas e Energia","32396","Agência Nacional de Mineração - ANM","99","Reserva de Contingência","999","Reserva de Contingência","0999","Reserva de Contingência","0Z00","Reserva de Contingência - Financeira","6497","Reserva de Contingência - Recursos provenientes de receitas próprias e vinculadas, inclusive doações e convênios","0000","Reserva de Contingência - Financeira","1053","Recursos Livres da UO, Vedado o Pagamento de Dívida e de Pessoal","9","Reserva de Contingência","99","A DEFINIR","0","Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino","0","Financeira",254854121,254854121
"2026","10","Orçamento Fiscal","22000","Ministério da Agricultura e Pecuária","22202","Empresa Brasileira de Pesquisa Agropecuária - EMBRAPA","20","Agricultura","331","Proteção e Benefícios ao Trabalhador","0032","Programa de Gestão e Manutenção do Poder Executivo","212B","Benefícios Obrigatórios aos Servidores Civis, Empregados, Militares e seus Dependentes","0001","Nacional","0003","Auxílio-Transporte de Civis Ativos","1000","Recursos Livres da União","3","Outras Despesas Correntes","90","Aplicações Diretas","0","Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino","1","Primária obrigatória, considerada no cálculo do RP",94237,94237
"2026","10","Orçamento Fiscal","73000","Transferências a Estados, Distrito Federal e Municípios","73113","Recursos sob Supervisão do Ministério da Gestão e Inovação em Serviços Públicos","28","Encargos Especiais","845","Outras Transferências","0903","Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica","0EC2","Transferências Especiais","4445","No Município de Biguaçu - SC","0000","Transferências Especiais","1000","Recursos Livres da União","4","Investimentos","40","Transferências a Municípios","0","Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,3e+06
"2026","20","Orçamento da Seguridade Social","36000","Ministério da Saúde","36901","Fundo Nacional de Saúde","10","Saúde","302","Assistência Hospitalar e Ambulatorial","5118","Atenção Especializada à Saúde","2E90","Incremento Temporário ao Custeio dos Serviços de Assistência Hospitalar e Ambulatorial para Cumprimento de Metas","0027","No Estado de Alagoas","0000","Incremento Temporário ao Custeio dos Serviços de Assistência Hospitalar e Ambulatorial para Cumprimento de Metas","1001","Recursos Livres da Seguridade Social","3","Outras Despesas Correntes","31","Transferências a Estados e ao Distrito Federal - Fundo a Fundo","6","Recursos para identificação das despesas com ações e serviços públicos de saúde, de acordo com os art. 2º e art. 3º da Lei Complementar nº 141, de 13 de janeiro de 2012","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,0
"2026","10","Orçamento Fiscal","65000","Ministério das Mulheres","65101","Ministério das Mulheres - Administração Direta","14","Direitos da Cidadania","422","Direitos Individuais, Coletivos e Difusos","5663","Autonomia Econômica das Mulheres","21GG","Promoção da Igualdade de Direitos e da Autonomia Econômica das Mulheres","0026","No Estado de Pernambuco","0000","Promoção da Igualdade de Direitos e da Autonomia Econômica das Mulheres","1000","Recursos Livres da União","3","Outras Despesas Correntes","99","A DEFINIR","0","Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,1e+05
"2026","10","Orçamento Fiscal","52000","Ministério da Defesa","52931","Fundo Naval","05","Defesa Nacional","152","Defesa Naval","6112","Defesa Nacional","166R","Construção de navios de pequeno porte","0001","Nacional","0000","Construção de navios de pequeno porte","1000","Recursos Livres da União","4","Investimentos","90","Aplicações Diretas","0","Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino","2","Primária discricionária, considerada no cálculo do RP",1e+05,1e+05
"2026","10","Orçamento Fiscal","26000","Ministério da Educação","26408","Instituto Federal do Maranhão","12","Educação","363","Ensino Profissional","5112","Educação Profissional e Tecnológica que Transforma","21B3","Fomento às Ações de Ensino, Pesquisa, Extensão, Inovação e Sustentabilidade na Educação Profissional e Tecnológica","0021","No Estado do Maranhão","0000","Fomento às Ações de Ensino, Pesquisa, Extensão, Inovação e Sustentabilidade na Educação Profissional e Tecnológica - Despesas Diversas","1000","Recursos Livres da União","3","Outras Despesas Correntes","90","Aplicações Diretas","8","Recursos para identificação das despesas com manutenção e desenvolvimento do ensino, conforme arts. 70 e 71 da Lei nº 9.394, de 20 de dezembro de 1996, no âmbito do Ministério da Educação","2","Primária discricionária, considerada no cálculo do RP",1500000,1390107
"2026","20","Orçamento da Seguridade Social","36000","Ministério da Saúde","36901","Fundo Nacional de Saúde","10","Saúde","302","Assistência Hospitalar e Ambulatorial","5118","Atenção Especializada à Saúde","8585","Atenção à Saúde da População para Procedimentos em Média e Alta Complexidade","0001","Nacional","000M","Custeio do Programa Agora Tem Especialistas na Média e Alta Complexidade","3146","Fundo Social – FS – Recursos destinados à Educação Pública e à Saúde nos termos do art. 6º da Lei nº 15.164, de 14 de julho de 2025.","3","Outras Despesas Correntes","41","Transferências a Municípios - Fundo a Fundo","0","Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino","1","Primária obrigatória, considerada no cálculo do RP",0,0
