"exercicio","Esfera_cod","Esfera_desc","Orgao_cod","Orgao_desc","UO_cod","UO_desc","Funcao_cod","Funcao_desc","Subfuncao_cod","Subfuncao_desc","Programa_cod","Programa_desc","Acao_cod","Acao_desc","Subtitulo_cod","Subtitulo_desc","PlanoOrcamentario_cod","PlanoOrcamentario_desc","Fonte_cod","Fonte_desc","GND_cod","GND_desc","ModalidadeAplicacao_cod","ModalidadeAplicacao_desc","IdUso_cod","IdUso_desc","ResultadoPrimario_cod","ResultadoPrimario_desc","ploa","loa"
"2026","20","Orçamento da Seguridade Social","33000","Ministério da Previdência Social","33101","Ministério da Previdência Social - Administração Direta","28","Encargos Especiais","846","Outros Encargos Especiais","0910","Operações Especiais: Gestão da Participação em Organismos e Entidades Nacionais e Internacionais","00UU","Contribuições Regulares a Organismos Internacionais de Direito Privado sem Exigência de Programação Específica","0002","Exterior","0008","Contribuição à Organização Iberoamericana de Seguridade Social - OISS","1001","Recursos Livres da Seguridade Social","3","Outras Despesas Correntes","80","Transferências ao Exterior","0","Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino","2","Primária discricionária, considerada no cálculo do RP",440000,440000
"2026","10","Orçamento Fiscal","22000","Ministério da Agricultura e Pecuária","22202","Empresa Brasileira de Pesquisa Agropecuária - EMBRAPA","20","Agricultura","572","Desenvolvimento Tecnológico e Engenharia","2303","Pesquisa e Inovação Agropecuária","20Y6","Pesquisa, Desenvolvimento e Transferência de Tecnologias para a Agropecuária","0012","No Estado do Acre","0000","Pesquisa, Desenvolvimento e Transferência de Tecnologias para a Agropecuária - Despesas Diversas","1000","Recursos Livres da União","4","Investimentos","50","Transferências a Instituições Privadas sem Fins Lucrativos","0","Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,5e+05
"2026","10","Orçamento Fiscal","22000","Ministério da Agricultura e Pecuária","22202","Empresa Brasileira de Pesquisa Agropecuária - EMBRAPA","20","Agricultura","572","Desenvolvimento Tecnológico e Engenharia","2303","Pesquisa e Inovação Agropecuária","20Y6","Pesquisa, Desenvolvimento e Transferência de Tecnologias para a Agropecuária","0012","No Estado do Acre","0000","Pesquisa, Desenvolvimento e Transferência de Tecnologias para a Agropecuária - Despesas Diversas","1000","Recursos Livres da União","3","Outras Despesas Correntes","50","Transferências a Instituições Privadas sem Fins Lucrativos","0","Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,1600000
"2026","10","Orçamento Fiscal","22000","Ministério da Agricultura e Pecuária","22202","Empresa Brasileira de Pesquisa Agropecuária - EMBRAPA","20","Agricultura","572","Desenvolvimento Tecnológico e Engenharia","2303","Pesquisa e Inovação Agropecuária","20Y6","Pesquisa, Desenvolvimento e Transferência de Tecnologias para a Agropecuária","0012","No Estado do Acre","0000","Pesquisa, Desenvolvimento e Transferência de Tecnologias para a Agropecuária - Despesas Diversas","1000","Recursos Livres da União","4","Investimentos","90","Aplicações Diretas","0","Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,1e+06
"2026","10","Orçamento Fiscal","22000","Ministério da Agricultura e Pecuária","22202","Empresa Brasileira de Pesquisa Agropecuária - EMBRAPA","20","Agricultura","572","Desenvolvimento Tecnológico e Engenharia","2303","Pesquisa e Inovação Agropecuária","20Y6","Pesquisa, Desenvolvimento e Transferência de Tecnologias para a Agropecuária","0012","No Estado do Acre","0000","Pesquisa, Desenvolvimento e Transferência de Tecnologias para a Agropecuária - Despesas Diversas","1000","Recursos Livres da União","3","Outras Despesas Correntes","90","Aplicações Diretas","0","Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,6e+05
"2026","20","Orçamento da Seguridade Social","26000","Ministério da Educação","26260","Universidade Federal de Alfenas","09","Previdência Social","272","Previdência do Regime Estatutário","0032","Programa de Gestão e Manutenção do Poder Executivo","0181","Aposentadorias e Pensões Civis da União","0031","No Estado de Minas Gerais","0000","Aposentadorias e Pensões Civis da União","1056","Benefícios do Regime Próprio de Previdência Social da União","1","Pessoal e Encargos Sociais","90","Aplicações Diretas","0","Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino","1","Primária obrigatória, considerada no cálculo do RP",48132637,48132637
"2026","20","Orçamento da Seguridade Social","26000","Ministério da Educação","26241","Universidade Federal do Paraná","09","Previdência Social","272","Previdência do Regime Estatutário","0032","Programa de Gestão e Manutenção do Poder Executivo","0181","Aposentadorias e Pensões Civis da União","0041","No Estado do Paraná","0000","Aposentadorias e Pensões Civis da União","1002","Atividades-fim da Seguridade Social","1","Pessoal e Encargos Sociais","90","Aplicações Diretas","0","Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino","1","Primária obrigatória, considerada no cálculo do RP",115430510,115430510
"2026","20","Orçamento da Seguridade Social","26000","Ministério da Educação","26241","Universidade Federal do Paraná","09","Previdência Social","272","Previdência do Regime Estatutário","0032","Programa de Gestão e Manutenção do Poder Executivo","0181","Aposentadorias e Pensões Civis da União","0041","No Estado do Paraná","0000","Aposentadorias e Pensões Civis da União","1056","Benefícios do Regime Próprio de Previdência Social da União","1","Pessoal e Encargos Sociais","90","Aplicações Diretas","0","Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino","1","Primária obrigatória, considerada no cálculo do RP",734092469,734092469
"2026","20","Orçamento da Seguridade Social","33000","Ministério da Previdência Social","33101","Ministério da Previdência Social - Administração Direta","28","Encargos Especiais","846","Outros Encargos Especiais","0910","Operações Especiais: Gestão da Participação em Organismos e Entidades Nacionais e Internacionais","00UU","Contribuições Regulares a Organismos Internacionais de Direito Privado sem Exigência de Programação Específica","0002","Exterior","0006","Contribuição à Associação Internacional de Seguridade Social - AISS","1001","Recursos Livres da Seguridade Social","3","Outras Despesas Correntes","80","Transferências ao Exterior","0","Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino","2","Primária discricionária, considerada no cálculo do RP",90000,90000
"2026","20","Orçamento da Seguridade Social","33000","Ministério da Previdência Social","33101","Ministério da Previdência Social - Administração Direta","28","Encargos Especiais","846","Outros Encargos Especiais","0910","Operações Especiais: Gestão da Participação em Organismos e Entidades Nacionais e Internacionais","00UU","Contribuições Regulares a Organismos Internacionais de Direito Privado sem Exigência de Programação Específica","0002","Exterior","0007","Contribuição à Conferência Interamericana de Seguridade Social - CISS","1001","Recursos Livres da Seguridade Social","3","Outras Despesas Correntes","80","Transferências ao Exterior","0","Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino","2","Primária discricionária, considerada no cálculo do RP",4e+05,4e+05
"2026","10","Orçamento Fiscal","26000","Ministério da Educação","26455","Universidade Federal do Delta do Parnaíba","12","Educação","364","Ensino Superior","5113","Educação Superior: Qualidade, Democracia, Equidade e Sustentabilidade","8282","Reestruturação e Modernização das Instituições Federais de Ensino Superior","0020","Na Região Nordeste","0003","Aquisição de materiais, equipamentos, veículos, máquinas, equipamentos mobiliários e de laboratórios","1000","Recursos Livres da União","4","Investimentos","90","Aplicações Diretas","8","Recursos para identificação das despesas com manutenção e desenvolvimento do ensino, conforme arts. 70 e 71 da Lei nº 9.394, de 20 de dezembro de 1996, no âmbito do Ministério da Educação","2","Primária discricionária, considerada no cálculo do RP",226338,226338
"2026","10","Orçamento Fiscal","26000","Ministério da Educação","26411","Instituto Federal do Sudeste de Minas Gerais","12","Educação","363","Ensino Profissional","5112","Educação Profissional e Tecnológica que Transforma","20RG","Reestruturação e Modernização das Instituições da Rede Federal de Educação Profissional, Científica e Tecnológica","0031","No Estado de Minas Gerais","0000","Reestruturação e Modernização das Instituições da Rede Federal de Educação Profissional, Científica e Tecnológica - Despesas Diversas","1000","Recursos Livres da União","3","Outras Despesas Correntes","99","A DEFINIR","8","Recursos para identificação das despesas com manutenção e desenvolvimento do ensino, conforme arts. 70 e 71 da Lei nº 9.394, de 20 de dezembro de 1996, no âmbito do Ministério da Educação","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,6e+05
"2026","10","Orçamento Fiscal","74000","Operações Oficiais de Crédito","74203","Recursos sob Supervisão do Instituto Nacional de Colonização e Reforma Agrária/INCRA-MDA","21","Organização Agrária","631","Reforma Agrária","5136","Governança Fundiária, Reforma Agrária e Regularização de Territórios Quilombolas e de Povos e Comunidades Tradicionais","0427","Concessão de Crédito-Instalação às Famílias Assentadas ( Lei n° 8.629, de 1993)","0001","Nacional","0000","Concessão de Crédito-Instalação às Famílias Assentadas ( Lei n° 8.629, de 1993) - Despesas Diversas","1000","Recursos Livres da União","5","Inversões Financeiras","90","Aplicações Diretas","0","Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino","0","Financeira",7e+08,7e+08
"2026","10","Orçamento Fiscal","26000","Ministério da Educação","26236","Universidade Federal Fluminense","28","Encargos Especiais","846","Outros Encargos Especiais","0910","Operações Especiais: Gestão da Participação em Organismos e Entidades Nacionais e Internacionais","00UU","Contribuições Regulares a Organismos Internacionais de Direito Privado sem Exigência de Programação Específica","0002","Exterior","0013","Contribuição à Associação Universitária Iberoamericana de Pós-Graduação (AUIP)","1000","Recursos Livres da União","3","Outras Despesas Correntes","80","Transferências ao Exterior","0","Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino","2","Primária discricionária, considerada no cálculo do RP",0,0
"2026","10","Orçamento Fiscal","26000","Ministério da Educação","26245","Universidade Federal do Rio de Janeiro","12","Educação","364","Ensino Superior","5113","Educação Superior: Qualidade, Democracia, Equidade e Sustentabilidade","4002","Assistência ao Estudante de Ensino Superior","0033","No Estado do Rio de Janeiro","0001","Programa Incluir - Acessibilidade na Educação Superior","1000","Recursos Livres da União","3","Outras Despesas Correntes","90","Aplicações Diretas","0","Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino","2","Primária discricionária, considerada no cálculo do RP",675484,625998
"2026","10","Orçamento Fiscal","26000","Ministério da Educação","26256","Centro Federal de Educação Tecnológica Celso Suckow da Fonseca","12","Educação","128","Formação de Recursos Humanos","0032","Programa de Gestão e Manutenção do Poder Executivo","4572","Capacitação de Servidores Públicos Federais em Processo de Qualificação e Requalificação","0033","No Estado do Rio de Janeiro","0000","Capacitação de Servidores Públicos Federais em Processo de Qualificação e Requalificação","1000","Recursos Livres da União","3","Outras Despesas Correntes","90","Aplicações Diretas","8","Recursos para identificação das despesas com manutenção e desenvolvimento do ensino, conforme arts. 70 e 71 da Lei nº 9.394, de 20 de dezembro de 1996, no âmbito do Ministério da Educação","2","Primária discricionária, considerada no cálculo do RP",657380,657380
"2026","10","Orçamento Fiscal","52000","Ministério da Defesa","52101","Ministério da Defesa - Administração Direta","05","Defesa Nacional","244","Assistência Comunitária","6111","Cooperação da Defesa para o Desenvolvimento Nacional","21I8","Apoio a Projetos Sociais, Educacionais e de Qualificação Profissional","0001","Nacional","0001","Apoio ao Programa Forças no Esporte (PROFESP) e Projeto João do Pulo (PJP)","1000","Recursos Livres da União","3","Outras Despesas Correntes","90","Aplicações Diretas","0","Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino","2","Primária discricionária, considerada no cálculo do RP",2661628,2548960
"2026","10","Orçamento Fiscal","32000","Ministério de Minas e Energia","32396","Agência Nacional de Mineração - ANM","04","Administração","126","Tecnologia da Informação","0032","Programa de Gestão e Manutenção do Poder Executivo","21F6","Modernização e Gestão dos Recursos de Tecnologia da Informação, Comunicação e Inovação Institucional","5664","Em Brasília - DF","0001","Gestão dos Recursos de Tecnologia da Informação e Comunicação","1053","Recursos Livres da UO, Vedado o Pagamento de Dívida e de Pessoal","4","Investimentos","90","Aplicações Diretas","0","Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino","2","Primária discricionária, considerada no cálculo do RP",4106928,4106928
"2026","10","Orçamento Fiscal","42000","Ministério da Cultura","42101","Ministério da Cultura - Administração Direta","13","Cultura","392","Difusão Cultural","5125","Direito à Cultura","20ZF","Promoção e Fomento à Cultura Brasileira","0042","No Estado de Santa Catarina","0000","Promoção e Fomento à Cultura Brasileira - Despesas Diversas","1000","Recursos Livres da União","4","Investimentos","50","Transferências a Instituições Privadas sem Fins Lucrativos","0","Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,0
"2026","10","Orçamento Fiscal","53000","Ministério da Integração e do Desenvolvimento Regional","53210","Agência Nacional de Águas e Saneamento Básico - ANA","18","Gestão Ambiental","122","Administração Geral","0032","Programa de Gestão e Manutenção do Poder Executivo","2000","Administração da Unidade","0001","Nacional","0003","Implementação do Programa Pró-Equidade de Gênero na Agência Nacional de Águas","1071","Implementação da Política Nacional de Recursos Hídricos e do Sistema Nacional de Gerenciamento de Recursos Hídricos","3","Outras Despesas Correntes","90","Aplicações Diretas","0","Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino","2","Primária discricionária, considerada no cálculo do RP",15009,15009
"2026","10","Orçamento Fiscal","41000","Ministério das Comunicações","41231","Agência Nacional de Telecomunicações - ANATEL","24","Comunicações","122","Administração Geral","0032","Programa de Gestão e Manutenção do Poder Executivo","2000","Administração da Unidade","0001","Nacional","0003","Conservação e Recuperação do Patrimônio da União","1120","Recursos do FISTEL de Livre Aplicação na ANATEL e no Tesouro Nacional","4","Investimentos","90","Aplicações Diretas","0","Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino","2","Primária discricionária, considerada no cálculo do RP",3180000,3180000
"2026","10","Orçamento Fiscal","53000","Ministério da Integração e do Desenvolvimento Regional","53202","Superintendência do Desenvolvimento da Amazônia","04","Administração","122","Administração Geral","0032","Programa de Gestão e Manutenção do Poder Executivo","2000","Administração da Unidade","0001","Nacional","0000","Administração da Unidade - Despesas Diversas","1000","Recursos Livres da União","3","Outras Despesas Correntes","90","Aplicações Diretas","0","Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino","2","Primária discricionária, considerada no cálculo do RP",1827812,1693905
"2026","10","Orçamento Fiscal","35000","Ministério das Relações Exteriores","35101","Ministério das Relações Exteriores - Administração Direta","07","Relações Exteriores","331","Proteção e Benefícios ao Trabalhador","0032","Programa de Gestão e Manutenção do Poder Executivo","00PK","Indenizações a Servidores Civis e Militares em Serviço no Exterior","0002","Exterior","0003","Ajuda de Custo no Exterior","1000","Recursos Livres da União","3","Outras Despesas Correntes","90","Aplicações Diretas","0","Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino","2","Primária discricionária, considerada no cálculo do RP",79200000,73397643
"2026","10","Orçamento Fiscal","26000","Ministério da Educação","26247","Universidade Federal de Santa Maria","12","Educação","364","Ensino Superior","5113","Educação Superior: Qualidade, Democracia, Equidade e Sustentabilidade","15R3","Apoio à Consolidação, Reestruturação e Modernização das Instituições Federais de Ensino Superior","0043","No Estado do Rio Grande do Sul","0000","Apoio à Consolidação, Reestruturação e Modernização das Instituições Federais de Ensino Superior","1000","Recursos Livres da União","4","Investimentos","90","Aplicações Diretas","8","Recursos para identificação das despesas com manutenção e desenvolvimento do ensino, conforme arts. 70 e 71 da Lei nº 9.394, de 20 de dezembro de 1996, no âmbito do Ministério da Educação","2","Primária discricionária, considerada no cálculo do RP",8e+05,8e+05
"2026","20","Orçamento da Seguridade Social","36000","Ministério da Saúde","36901","Fundo Nacional de Saúde","10","Saúde","302","Assistência Hospitalar e Ambulatorial","5118","Atenção Especializada à Saúde","2E90","Incremento Temporário ao Custeio dos Serviços de Assistência Hospitalar e Ambulatorial para Cumprimento de Metas","0021","No Estado do Maranhão","0000","Incremento Temporário ao Custeio dos Serviços de Assistência Hospitalar e Ambulatorial para Cumprimento de Metas","1001","Recursos Livres da Seguridade Social","3","Outras Despesas Correntes","41","Transferências a Municípios - Fundo a Fundo","6","Recursos para identificação das despesas com ações e serviços públicos de saúde, de acordo com os art. 2º e art. 3º da Lei Complementar nº 141, de 13 de janeiro de 2012","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,73007255
"2026","10","Orçamento Fiscal","67000","Ministério da Igualdade Racial","67101","Ministério da Igualdade Racial - Administração Direta","14","Direitos da Cidadania","331","Proteção e Benefícios ao Trabalhador","0032","Programa de Gestão e Manutenção do Poder Executivo","212B","Benefícios Obrigatórios aos Servidores Civis, Empregados, Militares e seus Dependentes","0053","No Distrito Federal","0005","Auxílio-Alimentação de Civis Ativos","1000","Recursos Livres da União","3","Outras Despesas Correntes","90","Aplicações Diretas","0","Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino","1","Primária obrigatória, considerada no cálculo do RP",1094352,1094352
"2026","10","Orçamento Fiscal","26000","Ministério da Educação","26245","Universidade Federal do Rio de Janeiro","12","Educação","364","Ensino Superior","5113","Educação Superior: Qualidade, Democracia, Equidade e Sustentabilidade","7XE1","Reconstrução e Modernização do Museu Nacional","0033","No Estado do Rio de Janeiro","0000","Reconstrução e Modernização do Museu Nacional","1000","Recursos Livres da União","4","Investimentos","90","Aplicações Diretas","8","Recursos para identificação das despesas com manutenção e desenvolvimento do ensino, conforme arts. 70 e 71 da Lei nº 9.394, de 20 de dezembro de 1996, no âmbito do Ministério da Educação","7","Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP",0,5019355
"2026","10","Orçamento Fiscal","26000","Ministério da Educação","26231","Universidade Federal de Alagoas","12","Educação","364","Ensino Superior","5113","Educação Superior: Qualidade, Democracia, Equidade e Sustentabilidade","4002","Assistência ao Estudante de Ensino Superior","0027","No Estado de Alagoas","0002","PNAES – Despesas Diversas","1000","Recursos Livres da União","3","Outras Despesas Correntes","90","Aplicações Diretas","0","Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino","2","Primária discricionária, considerada no cálculo do RP",10342243,9584548
"2026","10","Orçamento Fiscal","15000","Justiça do Trabalho","15125","Tribunal Regional do Trabalho da 24a. Região - Mato Grosso do Sul","02","Judiciária","122","Administração Geral","0033","Programa de Gestão e Manutenção do Poder Judiciário","4256","Apreciação de Causas na Justiça do Trabalho","0054","No Estado de Mato Grosso do Sul","SEG0","Segurança da Informação nas Unidades do Poder Judiciário","1138","Melhoria da Prestação Jurisdicional","3","Outras Despesas Correntes","90","Aplicações Diretas","0","Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino","2","Primária discricionária, considerada no cálculo do RP",996461,996461
"2026","10","Orçamento Fiscal","52000","Ministério da Defesa","52911","Fundo Aeronáutico","05","Defesa Nacional","151","Defesa Aérea","6112","Defesa Nacional","21A0","Aprestamento das Forças - Manutenção da prontidão e da capacidade operativa","0001","Nacional","0004","Material Bélico","3050","Recursos Próprios Livres da UO","3","Outras Despesas Correntes","91","Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos F/S","0","Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino","2","Primária discricionária, considerada no cálculo do RP",0,0
"2026","20","Orçamento da Seguridade Social","36000","Ministério da Saúde","36901","Fundo Nacional de Saúde","10","Saúde","302","Assistência Hospitalar e Ambulatorial","5118","Atenção Especializada à Saúde","8585","Atenção à Saúde da População para Procedimentos em Média e Alta Complexidade","0001","Nacional","0005","Fundo de Ações Estratégicas e Compensação-FAEC","1002","Atividades-fim da Seguridade Social","3","Outras Despesas Correntes","31","Transferências a Estados e ao Distrito Federal - Fundo a Fundo","6","Recursos para identificação das despesas com ações e serviços públicos de saúde, de acordo com os art. 2º e art. 3º da Lei Complementar nº 141, de 13 de janeiro de 2012","1","Primária obrigatória, considerada no cálculo do RP",96190060,96190060
"2026","10","Orçamento Fiscal","15000","Justiça do Trabalho","15123","Tribunal Regional do Trabalho da 22a. Região - Piauí","02","Judiciária","331","Proteção e Benefícios ao Trabalhador","0033","Programa de Gestão e Manutenção do Poder Judiciário","2004","Assistência Médica e Odontológica aos Servidores Civis, Empregados, Militares e seus Dependentes","0022","No Estado do Piauí","0001","Assistência Médica e Odontológica de Civis - Complementação da União","1000","Recursos Livres da União","3","Outras Despesas Correntes","90","Aplicações Diretas","0","Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino","1","Primária obrigatória, considerada no cálculo do RP",10358712,10358712
"2026","20","Orçamento da Seguridade Social","36000","Ministério da Saúde","36901","Fundo Nacional de Saúde","10","Saúde","304","Vigilância Sanitária","5123","Vigilância em Saúde e Ambiente","20AB","Incentivo Financeiro aos Estados, Distrito Federal e Municípios para Execução de Ações de Vigilância Sanitária","0017","No Estado do Tocantins","0000","Incentivo Financeiro aos Estados, Distrito Federal e Municípios para Execução de Ações de Vigilância Sanitária","1002","Atividades-fim da Seguridade Social","3","Outras Despesas Correntes","31","Transferências a Estados e ao Distrito Federal - Fundo a Fundo","6","Recursos para identificação das despesas com ações e serviços públicos de saúde, de acordo com os art. 2º e art. 3º da Lei Complementar nº 141, de 13 de janeiro de 2012","1","Primária obrigatória, considerada no cálculo do RP",1310000,1310000
"2026","20","Orçamento da Seguridade Social","36000","Ministério da Saúde","36901","Fundo Nacional de Saúde","10","Saúde","302","Assistência Hospitalar e Ambulatorial","5118","Atenção Especializada à Saúde","2E90","Incremento Temporário ao Custeio dos Serviços de Assistência Hospitalar e Ambulatorial para Cumprimento de Metas","0029","No Estado da Bahia","0000","Incremento Temporário ao Custeio dos Serviços de Assistência Hospitalar e Ambulatorial para Cumprimento de Metas","1001","Recursos Livres da Seguridade Social","3","Outras Despesas Correntes","31","Transferências a Estados e ao Distrito Federal - Fundo a Fundo","6","Recursos para identificação das despesas com ações e serviços públicos de saúde, de acordo com os art. 2º e art. 3º da Lei Complementar nº 141, de 13 de janeiro de 2012","7","Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP",0,98750000
"2026","10","Orçamento Fiscal","26000","Ministério da Educação","26235","Universidade Federal de Goiás","12","Educação","364","Ensino Superior","5113","Educação Superior: Qualidade, Democracia, Equidade e Sustentabilidade","20GK","Fomento às Ações de Graduação, Pós-Graduação, Ensino, Pesquisa e Extensão","0052","No Estado de Goiás","0001","Concessão de bolsas de pesquisa, extensão e monitoria aos estudantes","1050","Recursos Próprios Livres da UO","3","Outras Despesas Correntes","90","Aplicações Diretas","8","Recursos para identificação das despesas com manutenção e desenvolvimento do ensino, conforme arts. 70 e 71 da Lei nº 9.394, de 20 de dezembro de 1996, no âmbito do Ministério da Educação","2","Primária discricionária, considerada no cálculo do RP",1500000,1500000
"2026","10","Orçamento Fiscal","32000","Ministério de Minas e Energia","32202","Companhia de Pesquisa de Recursos Minerais - CPRM","18","Gestão Ambiental","543","Recuperação de Áreas Degradadas","0032","Programa de Gestão e Manutenção do Poder Executivo","21HF","Recuperação Ambiental da Bacia Carbonífera de Santa Catarina","0042","No Estado de Santa Catarina","0002","Recuperação Ambiental Carbonífera Treviso S/A","1045","Financiamento de Estudos, Atividades e Serviços de Levantamentos Geológicos Básicos no Território Nacional","4","Investimentos","90","Aplicações Diretas","0","Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino","2","Primária discricionária, considerada no cálculo do RP",0,0
"2026","20","Orçamento da Seguridade Social","36000","Ministério da Saúde","36901","Fundo Nacional de Saúde","10","Saúde","301","Atenção Básica","5119","Atenção Primária à Saúde","219A","Piso de Atenção Primária à Saúde","0028","No Estado de Sergipe","0003","Incentivo financeiro da APS - Atenção à Saúde Bucal","1002","Atividades-fim da Seguridade Social","3","Outras Despesas Correntes","31","Transferências a Estados e ao Distrito Federal - Fundo a Fundo","6","Recursos para identificação das despesas com ações e serviços públicos de saúde, de acordo com os art. 2º e art. 3º da Lei Complementar nº 141, de 13 de janeiro de 2012","1","Primária obrigatória, considerada no cálculo do RP",0,0
"2026","10","Orçamento Fiscal","29000","Defensoria Pública da União","29101","Defensoria Pública da União","03","Essencial à Justiça","331","Proteção e Benefícios ao Trabalhador","0030","Programa de Gestão e Manutenção da Defensoria Pública da União","212B","Benefícios Obrigatórios aos Servidores Civis, Empregados, Militares e seus Dependentes","0001","Nacional","0001","Assistência Pré-Escolar aos Dependentes de Servidores Civis e de Empregados","1000","Recursos Livres da União","3","Outras Despesas Correntes","90","Aplicações Diretas","0","Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino","1","Primária obrigatória, considerada no cálculo do RP",8875261,8875261
"2026","10","Orçamento Fiscal","30000","Ministério da Justiça e Segurança Pública","30905","Fundo de Defesa de Direitos Difusos","14","Direitos da Cidadania","422","Direitos Individuais, Coletivos e Difusos","5115","Promoção do Acesso à Justiça e da Defesa dos Direitos","6067","Apoio e Fomento a Projetos de Defesa de Direitos Difusos","0001","Nacional","0002","Proteção e Defesa do Consumidor","1083","Reparação de Danos Causados a Interesses Difusos e Coletivos","3","Outras Despesas Correntes","90","Aplicações Diretas","0","Recursos não destinados à contrapartida ou à identificação de despesas com ações e serviços públicos de saúde, ou referentes à manutenção e ao desenvolvimento do ensino","2","Primária discricionária, considerada no cálculo do RP",5990719,5990719
"2026","20","Orçamento da Seguridade Social","36000","Ministério da Saúde","36901","Fundo Nacional de Saúde","10","Saúde","301","Atenção Básica","5119","Atenção Primária à Saúde","2E89","Incremento Temporário ao Custeio dos Serviços de Atenção Primária à Saúde para Cumprimento de Metas","0029","No Estado da Bahia","0000","Incremento Temporário ao Custeio dos Serviços de Atenção Primária à Saúde para Cumprimento de Metas","1000","Recursos Livres da União","3","Outras Despesas Correntes","41","Transferências a Municípios - Fundo a Fundo","6","Recursos para identificação das despesas com ações e serviços públicos de saúde, de acordo com os art. 2º e art. 3º da Lei Complementar nº 141, de 13 de janeiro de 2012","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,0
